NetworkId,AuthorId,FullName,TotalPublications,TotalCitations,FirstYear,gender_only,intersectional,race_ethnicity,AuthorGender,AffiliationId,AffiliationName,org_id,carnegie_id,carnegie_doctoral_type,carnegie_msi,carnegie_hsi,carnegie_hbcu,PrimaryField,AuthorRace
443,2178793113,corey schimpf,4,10,2013,4,0,1,man,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False,sociology,
619,2520530416,marisol mercado santiago,1,2,2013,0,0,1,man,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False,sociology,
239,2104016227,asia a eaton,2,15,2013,22,2,3,woman,19700959.0,Florida International University,4176811649.0,133951.0,R1,True,True,False,sociology,white
318,2128264287,meghan c mclean,1,100,2013,0,0,0,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False,psychology,
551,2351327145,bradley gregory,1,13,2013,1,1,0,man,68812265.0,Anderson University (South Carolina),3733825808.0,217633.0,carnegie,False,False,False,sociology,
510,2293036291,elaine maldonado,1,0,2013,0,0,0,woman,883357.0,Fashion Institute of Technology,1204729148.0,191126.0,carnegie,False,False,False,engineering,
100,1792399517,helen m buettner,1,100,2013,0,0,0,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False,psychology,
673,2596394045,diana lynn cahill,3,3,2013,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
37,220326450,laurie a rudman,1,100,2013,38,1,5,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False,psychology,
926,2973869594,aleece hodges,1,13,2013,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
89,1600511895,julie a kmec,4,8,2013,14,2,8,woman,72951846.0,Washington State University,1133568255.0,236939.0,R1,False,False,False,psychology,white
647,2565360867,karen j horton,2,0,2013,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
378,2150796916,warren m christensen,1,42,2013,0,0,0,man,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,psychology,
462,2221739356,shanda lauer,1,42,2013,0,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,psychology,
217,2096118353,mary e dozier,1,154,2013,0,0,0,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False,medicine,
622,2526355943,karen r pearson,1,0,2013,0,0,0,woman,883357.0,Fashion Institute of Technology,1204729148.0,191126.0,carnegie,False,False,False,engineering,
310,2126555440,lesley g campbell,1,154,2013,0,0,0,woman,530967.0,Ryerson University,311401431.0,,other,False,False,False,medicine,
477,2248958375,stephen l morgan,1,138,2013,4,0,2,man,205783295.0,Cornell University,1190280161.0,190415.0,R1,False,False,False,medicine,
807,2725738036,cynthia hess,1,4,2013,0,0,2,woman,,unknown,,,unknown,False,False,False,political science,
870,2862705306,derrick langley,6,5,2013,1,0,0,man,,unknown,,,unknown,False,False,False,engineering,
728,2630878709,youngmin yi,1,4,2013,0,0,4,unknown,,unknown,,,unknown,False,False,False,political science,
417,2163839280,ferric c fang,1,44,2013,4,0,0,unknown,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False,psychology,
498,2269238227,ellen e newell,2,21,2013,1,0,0,woman,160003610.0,Wilkes University,2914028674.0,216931.0,R3,False,False,False,psychology,
9,57944164,erika g offerdahl,2,43,2013,1,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,sociology,
227,2100058920,melissa latimer,7,73,2013,4,0,0,woman,12097938.0,West Virginia University,3704167016.0,238032.0,R1,False,False,False,psychology,white
240,2104025012,arturo casadevall,1,44,2013,3,0,11,man,129975664.0,Albert Einstein College of Medicine,4044133068.0,,other,False,False,False,psychology,
639,2561789806,jennifer moxley,1,0,2013,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
198,2060750452,jennifer l momsen,2,43,2013,0,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,sociology,
254,2108763070,michelle d deardorff,4,0,2013,5,2,4,woman,177097968.0,University of Tennessee at Chattanooga,2191710202.0,221740.0,R3,False,False,False,sociology,
18,103281186,emily polander,1,23,2013,0,0,0,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False,,
34,213821190,matthew w ohland,1,1,2013,7,4,13,man,,unknown,,,unknown,False,False,False,,
640,2561985030,sheri perelli,1,71,2013,4,0,0,woman,185443292.0,Wayne State University,3259835826.0,172644.0,R1,False,False,False,psychology,
466,2224712804,m y lanzerotti,9,7,2013,3,0,0,woman,119916105.0,Augsburg College,1162819328.0,,other,False,False,False,engineering,
671,2596319982,maggie varga,3,3,2013,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
1,10485675,michele g wheatly,2,27,2013,1,0,0,woman,12097938.0,West Virginia University,3704167016.0,238032.0,R1,False,False,False,,white
808,2725958114,barbara gault,1,4,2013,0,0,1,woman,,unknown,,,unknown,False,False,False,political science,
896,2923954540,george d ricco,1,1,2013,0,0,0,man,,unknown,,,unknown,False,False,False,,
381,2152101392,tamera r schneider,2,83,2013,1,0,1,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False,psychology,white
703,2613116796,danielle m young,1,100,2013,11,0,11,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False,psychology,
978,3175333446,michael wittmann,1,0,2013,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
643,2562691623,mike kinnison,1,0,2013,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
521,2305071707,amy l hillard,2,83,2013,2,0,1,woman,147193464.0,Adrian College,1373307686.0,168528.0,carnegie,False,False,False,psychology,white
215,2095879130,clair brown,1,0,2013,2,0,0,man,,unknown,,,unknown,False,False,False,engineering,
10,58797248,rhonda c magel,2,2,2013,1,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,psychology,
499,2271857753,siya mehtani,1,154,2013,0,0,0,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False,medicine,
568,2429241807,katrina knudsen,1,61,2013,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
711,2617677652,jill jones,1,61,2013,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
121,1968264051,lisa montplaisir,1,42,2013,0,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,psychology,
812,2732039665,rena linden,1,2,2013,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
97,1758355683,peggy desautels,1,23,2013,11,0,0,woman,127591826.0,University of Dayton,2470341280.0,202480.0,R2,False,False,False,,
62,457321888,kim a weeden,2,162,2013,7,0,1,woman,205783295.0,Cornell University,1190280161.0,190415.0,R1,False,False,False,medicine,white
184,2044224519,amy blackstone,3,27,2013,6,0,0,woman,7947594.0,University of Maine,3842802796.0,161253.0,R2,False,False,False,psychology,
654,2571434497,kathleen buse,1,71,2013,4,0,2,woman,58956616.0,Case Western Reserve University,3172241394.0,201645.0,R1,False,False,False,psychology,
935,2981706141,jessica drennan,1,3,2013,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
13,77015719,dafna gelbgiser,2,162,2013,9,0,3,woman,205783295.0,Cornell University,1190280161.0,190415.0,R1,False,False,False,medicine,
0,9522859,mila kryjevskaia,1,42,2013,0,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,psychology,
549,2346172827,jessica m deshler,2,0,2013,1,0,0,woman,12097938.0,West Virginia University,3704167016.0,238032.0,R1,False,False,False,,
316,2128012898,stephanie c payne,5,37,2014,2,0,0,woman,91045830.0,Texas A&M University,40906527.0,228723.0,R1,False,False,False,psychology,white
747,2655760005,kelsey morgan irvin,5,4,2014,1,0,0,woman,204465549.0,Washington University in St. Louis,1944632304.0,179867.0,R1,False,False,False,engineering,
753,2658137115,stacie f holloway,2,0,2014,0,0,0,woman,63135867.0,University of Cincinnati,3740284992.0,201885.0,R1,False,False,False,psychology,
404,2159339470,susan m lord,3,4,2014,12,6,17,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False,psychology,white
635,2557640955,kyle jones,1,6,2014,1,0,0,man,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False,sociology,
831,2768556416,susan foster,2,0,2014,2,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,sociology,white
126,1978074488,mary virnoche,1,3,2014,1,0,3,woman,192389796.0,Humboldt State University,2675066886.0,115755.0,carnegie,True,True,False,,
175,2036765705,sandra d eksioglu,1,0,2014,0,0,1,woman,,unknown,,,unknown,False,False,False,political science,
520,2304616669,xiaohong xu,3,26,2014,2,0,0,unknown,81365321.0,Old Dominion University,285518290.0,232982.0,R2,False,False,False,psychology,
70,921508122,sandra sgoutasemch,2,1,2014,2,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False,psychology,white
309,2126502065,kijana crawford,1,0,2014,0,0,0,unknown,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,computer science,
49,302384665,mary blairloy,2,94,2014,11,0,3,woman,36258959.0,"University of California, San Diego",923795525.0,110680.0,R1,False,False,False,psychology,white
508,2289616964,marcy p osgood,1,1,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
52,322080919,laurel smithdoerr,2,22,2014,12,1,5,woman,,unknown,,,unknown,False,False,False,psychology,white
132,1982865720,tahira m probst,6,74,2014,3,1,0,woman,137317281.0,Washington State University Vancouver,55106726.0,,other,False,False,False,psychology,
555,2371749746,rachel w kallen,3,3,2014,2,1,1,woman,63135867.0,University of Cincinnati,3740284992.0,201885.0,R1,False,False,False,psychology,white
261,2110710273,marcia texler segal,1,5,2014,31,5,2,woman,,unknown,,,unknown,False,False,False,political science,
286,2118188440,maja graso,2,6,2014,2,0,0,woman,80281795.0,University of Otago,2645582614.0,,other,False,False,False,political science,
400,2156808385,rachel dempsey,1,36,2014,1,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
681,2600798976,tom mckenzie,1,11,2014,0,0,0,man,124357947.0,University of London,2881002284.0,,other,False,False,False,,
602,2500267035,michelle hughes miller,1,0,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
406,2159884209,michelle m camacho,3,4,2014,7,5,10,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False,psychology,white
393,2155869378,patricia wonch hill,1,7,2014,1,0,1,woman,,unknown,,,unknown,False,False,False,political science,
628,2550397512,loretta a moore,3,1,2014,1,4,0,woman,,unknown,,,unknown,False,False,False,sociology,
208,2084544440,sara wadiafascetti,2,1,2014,0,0,0,woman,12912129.0,Northeastern University,4026457052.0,167358.0,R1,False,False,False,,white
429,2169197491,lixin jiang,6,74,2014,0,0,0,unknown,64185308.0,University of Wisconsin–Oshkosh,1629863217.0,240365.0,carnegie,False,False,False,psychology,
789,2699283155,michael geselowitz,6,4,2014,1,0,0,man,108468826.0,Stevens Institute of Technology,2639210009.0,186867.0,R2,False,False,False,engineering,
755,2663914283,sheldon hochheiser,2,3,2014,0,0,0,unknown,108468826.0,Stevens Institute of Technology,2639210009.0,186867.0,R2,False,False,False,sociology,
280,2115656422,perla myers,2,1,2014,1,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False,psychology,white
969,3131952132,lisa m dilks,2,22,2014,2,0,0,woman,103163165.0,Florida State University College of Arts and Sciences,1958822159.0,134097.0,R1,False,False,False,psychology,
156,2008112171,lisa m baird,2,1,2014,0,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False,psychology,
599,2494925734,susan walzer,1,1,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
171,2031222342,penny j gilmer,1,0,2014,7,0,0,woman,,unknown,,,unknown,False,False,False,psychology,white
279,2115322993,linley lord,1,2,2014,3,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
799,2715926839,simon pitts,1,0,2014,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
329,2132761591,mustafa cakir,1,3,2014,0,0,0,man,,unknown,,,unknown,False,False,False,psychology,
178,2037167577,sara helms,1,11,2014,1,0,0,woman,83321563.0,Samford University,1683233478.0,102049.0,R3,False,False,False,,
123,1970602546,leslie e tower,4,40,2014,9,0,0,woman,12097938.0,West Virginia University,3704167016.0,238032.0,R1,False,False,False,psychology,white
88,1495832506,marjorie darrah,3,10,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,computer science,white
402,2157951996,vasilikie demos,1,5,2014,27,2,3,unknown,,unknown,,,unknown,False,False,False,political science,
709,2617531236,lawrence d bobo,1,9,2014,21,0,44,man,136199984.0,Harvard University,2215833544.0,166027.0,R1,False,False,False,sociology,
611,2510350164,laurie clayton,2,0,2014,0,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,physics,
922,2973275206,lauren m obrien,1,9,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
267,2112987790,wendi l benson,3,11,2014,0,0,0,woman,147912653.0,Nevada State College,641330019.0,441900.0,carnegie,True,True,False,political science,
770,2673408315,steve howe,2,0,2014,0,0,0,man,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False,psychology,
591,2485427425,mychel estevez,1,4,2014,0,0,0,man,,unknown,,,unknown,False,False,False,medicine,
419,2164623436,julia mcquillan,1,7,2014,16,3,9,woman,,unknown,,,unknown,False,False,False,sociology,white
511,2295775664,ian m handley,5,160,2014,3,0,0,man,23732399.0,Montana State University,4012281303.0,180461.0,R1,False,False,False,psychology,white
39,233065341,barbara polnick,1,2,2014,2,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
231,2100700970,jane friedman,2,1,2014,1,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False,psychology,
48,283419844,janet k swim,1,73,2014,20,1,16,woman,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False,psychology,
480,2251053384,audrey j jaeger,5,56,2014,3,0,3,woman,137902535.0,North Carolina State University,2263107286.0,199193.0,R1,False,False,False,psychology,white
376,2149894387,ashley grantham,1,33,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
552,2355871441,jennifer eliason,1,33,2014,0,0,1,woman,,unknown,,,unknown,False,False,False,sociology,
766,2672689835,annemarie slaughter,1,36,2014,2,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
435,2170037780,james g hougland,2,8,2014,5,0,1,man,143302722.0,University of Kentucky,139679301.0,157085.0,R1,False,False,False,sociology,white
250,2106635299,anita g welch,1,3,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
598,2494870149,angela mae kupenda,2,0,2014,2,3,2,woman,,unknown,,,unknown,False,False,False,sociology,
233,2100922132,deborah belle,1,9,2014,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
788,2698277948,jim nolan,1,13,2014,1,0,0,man,,unknown,,,unknown,False,False,False,political science,
298,2122499929,joan c williams,3,72,2014,50,4,6,woman,2803209242.0,University of California,1259477389.0,110398.0,carnegie,False,False,False,political science,white
843,2789802043,andi stepnick,1,22,2014,1,0,0,man,,unknown,,,unknown,False,False,False,sociology,
96,1744274639,amy s wharton,2,12,2014,11,0,1,woman,137317281.0,Washington State University Vancouver,55106726.0,,other,False,False,False,sociology,white
108,1885498939,amy lubitow,1,4,2014,10,0,3,woman,,unknown,,,unknown,False,False,False,political science,
247,2105388100,jessica l cundiff,1,62,2014,7,0,0,woman,39660569.0,Colgate University,3800079431.0,190099.0,carnegie,False,False,False,psychology,
810,2727897931,barbara prince,1,8,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,,
487,2255863163,j kasi jackson,3,32,2014,4,0,0,unknown,12097938.0,West Virginia University,3704167016.0,238032.0,R1,False,False,False,psychology,white
99,1781286887,berrin tansel,1,0,2014,1,0,0,woman,,unknown,,,unknown,False,False,False,psychology,white
129,1980088967,e a eschenbach,1,3,2014,3,0,4,woman,192389796.0,Humboldt State University,2675066886.0,115755.0,carnegie,True,True,False,,
775,2678207730,e camargo,1,0,2014,0,0,0,unknown,,unknown,,,unknown,False,False,False,economics,
540,2339470339,kelly cowdery,1,33,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
379,2151231674,claudette m peterson,1,3,2014,1,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
342,2139092588,eileen cashman,1,3,2014,3,0,1,woman,192389796.0,Humboldt State University,2675066886.0,115755.0,carnegie,True,True,False,,
468,2229351018,elizabeth dell,7,1,2014,0,1,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,computer science,
751,2656417294,elizabeth hiteshue,5,4,2014,1,0,0,woman,79576946.0,University of Pennsylvania,2811053647.0,215062.0,R1,False,False,False,engineering,
609,2506358858,chris m ray,2,3,2014,1,0,0,man,,unknown,,,unknown,False,False,False,psychology,
726,2629006096,chatanika stoop,2,4,2014,1,0,0,woman,23732399.0,Montana State University,4012281303.0,180461.0,R1,False,False,False,engineering,white
456,2205688124,erin a cech,3,94,2014,20,2,3,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False,psychology,
588,2481404825,erin l cadwalader,2,4,2014,2,0,0,woman,86484424.0,Association for Women in Science,1696911125.0,,other,False,False,False,political science,
626,2549346428,evelyn j leggette,2,0,2014,1,3,0,woman,,unknown,,,unknown,False,False,False,sociology,
169,2029039913,frank l samson,1,9,2014,3,0,7,man,145608581.0,University of Miami,3549030308.0,135726.0,R1,False,False,False,sociology,
166,2025929282,brian a eiler,1,0,2014,0,0,0,man,63135867.0,University of Cincinnati,3740284992.0,201885.0,R1,False,False,False,psychology,
769,2673391557,debra m gilbuena,1,0,2014,0,0,1,woman,,unknown,,,unknown,False,False,False,political science,
180,2040749310,beverly j irby,1,2,2014,14,1,3,woman,,unknown,,,unknown,False,False,False,engineering,
234,2101317249,beth m holloway,1,0,2014,3,0,2,woman,,unknown,,,unknown,False,False,False,political science,
584,2477810638,julia n savoy,1,13,2014,0,0,1,woman,,unknown,,,unknown,False,False,False,political science,
823,2750202822,amanda c bryantfriedrich,1,0,2014,1,1,0,woman,86484424.0,Association for Women in Science,1696911125.0,,other,False,False,False,political science,
390,2155673833,janice koch,1,2,2014,4,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
195,2059315651,a e wendt,1,13,2014,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,white
735,2637607574,kate jingjing zhang,1,33,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
107,1866303360,kathrin zippel,6,66,2014,21,0,0,woman,12912129.0,Northeastern University,4026457052.0,167358.0,R1,False,False,False,political science,white
633,2554586560,daniela veliz,1,24,2014,2,0,0,woman,,unknown,,,unknown,False,False,False,political science,
539,2339082150,allison mitchall,1,33,2014,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
160,2013306538,adrienne r minerick,1,0,2014,3,0,1,woman,,unknown,,,unknown,False,False,False,political science,white
437,2171459318,elizabeth r brown,1,108,2015,6,0,1,woman,11874761.0,University of North Florida,741569085.0,136172.0,R3,False,False,False,psychology,
738,2643218825,melissa soto,2,12,2015,1,0,0,woman,17900154.0,Association of American Colleges and Universities,1183998730.0,,other,False,False,False,political science,
546,2343772684,jasna jovanovic,1,27,2015,6,1,2,woman,149919469.0,California Polytechnic State University,1261533935.0,110422.0,carnegie,False,False,False,sociology,white
928,2974879553,jason sullivan,1,0,2015,0,0,0,man,,unknown,,,unknown,False,False,False,sociology,
739,2644482943,jeff reynolds,1,1,2015,0,0,0,man,102502594.0,Northern Illinois University,2241523156.0,147703.0,R2,False,False,False,sociology,
408,2160913042,katharine ridgway obrien,3,30,2015,2,0,0,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False,psychology,
563,2421043667,l m visser,1,34,2015,2,0,0,woman,145872427.0,Radboud University Nijmegen,4057057254.0,,other,False,False,False,political science,
497,2267672815,caroline m delong,1,3,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
24,142840232,enrica n ruggs,1,13,2015,11,1,4,woman,102149020.0,University of North Carolina at Charlotte,2210833833.0,199139.0,R2,False,False,False,political science,
758,2667428746,michelle beadle holder,1,1,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
771,2673696444,laila guessous,1,0,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
495,2264004382,charles cerny,2,2,2015,0,0,0,man,1280414376.0,Air Force Research Laboratory,2948282514.0,,other,False,False,False,sociology,
277,2115200962,elizabeth niehaus,1,36,2015,1,0,5,woman,114395901.0,University of Nebraska–Lincoln,3390882279.0,181464.0,R1,False,False,False,sociology,
155,2006755980,anna c faul,1,8,2015,4,0,0,woman,26999989.0,University of the Free State,2475763986.0,,other,False,False,False,psychology,
697,2610033688,ann howard,1,3,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
271,2113585675,richard k martin,4,2,2015,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
531,2311452508,l g lunsford,1,15,2015,1,0,0,woman,138006243.0,University of Arizona,2711307440.0,104179.0,R1,False,False,False,psychology,
457,2214534520,kuheli dutt,1,24,2015,2,0,3,unknown,,unknown,,,unknown,False,False,False,mathematics,
38,220836205,corinne a mossracusin,1,108,2015,34,1,4,woman,21104390.0,Skidmore College,1515029504.0,195526.0,carnegie,False,False,False,psychology,
592,2487650959,si hyun kim,1,0,2015,1,0,0,man,164936912.0,University of Texas at El Paso,2689189567.0,228796.0,R1,True,True,False,psychology,
672,2596335389,helena a rodrigues,1,15,2015,0,0,1,woman,138006243.0,University of Arizona,2711307440.0,104179.0,R1,False,False,False,psychology,white
125,1973117605,brian coller,1,1,2015,0,0,0,man,102502594.0,Northern Illinois University,2241523156.0,147703.0,R2,False,False,False,sociology,
538,2336507378,bhargab chattopadhyay,2,2,2015,0,0,0,unknown,162577319.0,University of Texas at Dallas,3136594921.0,228787.0,R1,False,False,False,sociology,
494,2263784347,mary a armstrong,1,27,2015,4,1,2,woman,184759092.0,Lafayette College,2312692357.0,213385.0,carnegie,False,False,False,sociology,white
533,2316015265,renetta g tull,3,3,2015,2,4,7,man,79272384.0,"University of Maryland, Baltimore County",3664893609.0,163268.0,R2,True,False,False,political science,black
645,2563902413,martha a potvin,1,40,2015,1,0,0,woman,23732399.0,Montana State University,4012281303.0,180461.0,R1,False,False,False,,
558,2398899648,b paul,2,2,2015,0,0,0,unknown,1280414376.0,Air Force Research Laboratory,2948282514.0,,other,False,False,False,sociology,
676,2598627276,yarazeth medina,1,1,2015,0,0,2,unknown,,unknown,,,unknown,False,False,False,computer science,
253,2108261100,quincy brown,1,1,2015,3,2,1,man,,unknown,,,unknown,False,False,False,computer science,
617,2516261647,maria nandadevi cortesrodriguez,1,1,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
560,2409928674,james g dahl,1,0,2015,2,0,0,man,,unknown,,,unknown,False,False,False,medicine,
683,2602005920,darlene f saporu,1,1,2015,1,0,0,woman,1925986.0,Loyola University Chicago,4113472962.0,146719.0,R2,False,False,False,psychology,
380,2151395211,daniel b wright,1,13,2015,9,0,4,man,,unknown,,,unknown,False,False,False,psychology,
336,2136334318,dalinda martinez,2,12,2015,1,0,0,man,87216513.0,Michigan State University,2617467897.0,171100.0,R1,False,False,False,political science,
756,2665196531,lourdes a medina,1,1,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
625,2548529863,j denard thomas,1,15,2015,0,0,0,unknown,138006243.0,University of Arizona,2711307440.0,104179.0,R1,False,False,False,psychology,
415,2163563836,ann e austin,2,12,2015,4,0,0,woman,87216513.0,Michigan State University,2617467897.0,171100.0,R1,False,False,False,political science,white
391,2155781590,bradley j roth,1,0,2015,0,0,0,man,,unknown,,,unknown,False,False,False,psychology,white
506,2281641410,christine kaunas,1,0,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
973,3160206134,johnnie hamiltonmason,1,8,2015,4,1,1,man,179245896.0,Simmons College,1122135662.0,167783.0,R3,False,False,False,psychology,
571,2439284215,nelly p stromquist,1,33,2015,28,0,1,woman,66946132.0,"University of Maryland, College Park",3507754253.0,163286.0,R1,True,False,False,political science,
377,2150711493,christopher mccord,1,1,2015,0,0,0,man,102502594.0,Northern Illinois University,2241523156.0,147703.0,R2,False,False,False,sociology,white
364,2146095479,priscilla a gibson,1,8,2015,16,2,9,woman,130238516.0,University of Minnesota,1853563168.0,174066.0,R1,False,False,False,psychology,
407,2160101598,linda m manning,2,0,2015,0,0,0,woman,153718931.0,University of Ottawa,3694599399.0,,other,False,False,False,sociology,
252,2107471854,wanda lott collins,1,8,2015,3,0,0,woman,142740786.0,University of Louisville,2099178510.0,157289.0,R1,False,False,False,psychology,
47,282289003,elin m skagerberg,1,13,2015,10,0,0,woman,150545354.0,Tavistock and Portman NHS Foundation Trust,3497041310.0,,other,False,False,False,psychology,
122,1968338551,s j yennello,2,0,2015,4,0,0,woman,,unknown,,,unknown,False,False,False,political science,white
349,2141086515,lesley s rigg,1,1,2015,0,0,0,woman,102502594.0,Northern Illinois University,2241523156.0,147703.0,R2,False,False,False,sociology,white
256,2109447746,vanessa a jean,1,10,2015,2,0,0,woman,91045830.0,Texas A&M University,40906527.0,228723.0,R1,False,False,False,engineering,
537,2334645084,andrea gebhart rommel,1,0,2015,0,0,0,man,,unknown,,,unknown,False,False,False,physics,
786,2696163300,tim archie,1,3,2015,0,0,0,man,188538660.0,University of Colorado Boulder,3311607547.0,126614.0,R1,False,False,False,psychology,
575,2463954166,kathleen moore,1,0,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
701,2612489059,said alriyami,1,0,2015,1,0,0,man,164936912.0,University of Texas at El Paso,2689189567.0,228796.0,R1,True,True,False,psychology,
594,2489275364,nicole r thomas,2,84,2015,2,0,0,woman,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False,sociology,
283,2116878756,rebecca j thompson,1,10,2015,4,0,1,woman,6059380.0,University of Baltimore,3002676532.0,161873.0,carnegie,False,False,False,engineering,
895,2918685289,larry r martinez,1,13,2015,20,0,1,man,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False,political science,
388,2154527256,jessica lieberman,1,3,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
630,2551783969,julie walters,1,0,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
397,2156538771,amy levin,1,1,2015,5,0,1,woman,102502594.0,Northern Illinois University,2241523156.0,147703.0,R2,False,False,False,sociology,white
923,2973507702,julie carpenterhubin,1,0,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
764,2671699204,jo reger,1,0,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
266,2112897735,alexander v zale,1,40,2015,1,0,0,man,23732399.0,Montana State University,4012281303.0,180461.0,R1,False,False,False,,
534,2318470944,k m uhly,1,34,2015,1,0,0,unknown,12912129.0,Northeastern University,4026457052.0,167358.0,R1,False,False,False,political science,
576,2464557891,leanne devreugd,1,0,2015,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
7,52377311,jill m bystydzienski,1,67,2015,21,3,0,woman,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False,sociology,white
17,92265852,corinna schlombs,1,3,2015,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
621,2525042970,daniel j poole,1,17,2015,1,0,0,man,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False,medicine,
782,2687368519,delois kijana crawford,2,1,2016,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,black
64,556079008,delaram kahrobaei,1,0,2016,0,0,0,woman,76513827.0,New York City College of Technology,373948547.0,190655.0,carnegie,True,True,False,mathematics,middle eastern
