PublicationId,Doi,PaperTitle,BookTitle,OriginalTitle,Year,Date,JournalId,Volume,Issue,FirstPage,LastPage,CitationCount,ADVANCEtype,JournalName
2686377191.0,,developing and implementing guidelines for dual career hires,,Developing And Implementing Guidelines For Dual Career Hires,2005,6/12/05,,,,,,3,,
2962228007.0,10.1177/1556264619857843,assessing trustworthiness in research a pilot study on cv verification,,Assessing Trustworthiness in Research: A Pilot Study on CV Verification,2019,7/10/19,57033397,14,4,353,364,3,,journal of empirical research on human research ethics
2000713095.0,10.1080/00091383.2010.523408,engendering faculty professional growth,,Engendering Faculty Professional Growth,2010,11/24/10,39842224,42,6,44,51,23,,change the magazine of higher learning
2909839358.0,10.1108/EDI-09-2017-0200,it s complicated a multi method approach to broadening participation in stem,,It’s complicated: a multi-method approach to broadening participation in STEM,2019,4/15/19,97033246,38,3,349,361,3,,equality diversity and inclusion an international journal
2614891545.0,,k state advance distinguished lecture series,,K-State ADVANCE Distinguished Lecture Series,2005,1/1/05,2764354457,,,,,2,,women in engineering proactive network
129013288.0,,the impact of mentoring on female acience and engineering faculty members,,The impact of mentoring on female acience and engineering faculty members,2009,5/1/09,,,,,,0,,
2132055944.0,,gendered facets of faculty careers and challenges to engineering education as an inclusive profession,,Gendered facets of faculty careers and challenges to engineering education as an inclusive profession,2012,1/1/12,,,,461,,2,,
1681204869.0,10.1080/1360080X.2015.1034426,early career academic staff support evaluating mentoring networks,,Early career academic staff support: evaluating mentoring networks,2015,5/5/15,104568202,37,3,320,329,15,,journal of higher education policy and management
2521181373.0,,whose problem is it gender differences in faculty thinking about campus service,,Whose Problem Is It? Gender Differences in Faculty Thinking about Campus Service.,2016,1/1/16,74847328,118,8,1,38,19,,teachers college record
2078483132.0,10.1126/SCIENCE.CAREDIT.A0800016,maximizing productivity and recognition part 2 collaboration and networking,,"Maximizing Productivity and Recognition, Part 2: Collaboration and Networking",2008,2/1/08,3880285,,,,,2,,science
3091513613.0,10.1371/JOURNAL.PCBI.1008210,ten simple rules for building an antiracist lab,,Ten simple rules for building an antiracist lab.,2020,10/1/20,86033158,16,10,,,12,race_ethnicity,plos computational biology
2182179159.0,10.1109/FIE.2015.7344181,innovative faculty cohort hire at the university of san diego,FIE,Innovative faculty cohort hire at the university of San Diego,2015,10/21/15,,,,1,4,0,intersectional,
2903874455.0,10.4324/9781315644004-9,working it backward student success through faculty professional development,,Working it backward : Student Success through Faculty Professional Development,2017,2/3/17,,,,122,137,0,,
2014651090.0,10.3200/CHNG.41.2.18-26,faculty development for institutional change lessons from an advance project,,Faculty Development for Institutional Change: Lessons from an Advance Project.,2009,3/1/09,39842224,41,2,18,26,29,,change the magazine of higher learning
2313648816.0,,advancerit connect grants driving momentum for disruptive change for women stem faculty,,AdvanceRIT Connect Grants: Driving Momentum for Disruptive Change for Women STEM Faculty,2015,6/14/15,,,,,,0,,
2800748232.0,10.1038/D41586-018-05076-2,harassment should count as scientific misconduct,,Harassment should count as scientific misconduct.,2018,5/9/18,137773608,557,7704,141,141,11,,nature
964936750.0,,isu advance final report august 2006 july 2012,,ISU ADVANCE Final Report August 2006-July 2012,2012,1/1/12,,,,,,0,intersectional,
2624809311.0,,promising organizational practices for increasing faculty gender equity a case study,,Promising Organizational Practices for Increasing Faculty Gender Equity: A Case Study,2013,6/23/13,,,,,,0,gender_only,
2610612395.0,,the women s leadership initiative one university s attempt to empower females on campus,,THE WOMEN’S LEADERSHIP INITIATIVE: ONE UNIVERSITY’S ATTEMPT TO EMPOWER FEMALES ON CAMPUS,2013,6/9/13,,,,,,6,gender_only,
2607183653.0,10.1080/13669877.2017.1313761,risk taking in the academic dual hiring process how risk shapes later work experiences,,Risk-taking in the academic dual-hiring process: how risk shapes later work experiences,2018,12/2/18,129686714,21,12,1517,1532,0,,journal of risk research
1583971066.0,,is there a global warming toward women in academia,,Is There a Global Warming Toward Women in Academia,2005,1/1/05,2764840307,91,3,50,57,67,,liberal education
2265668164.0,,a new norm using social science to create disruptive innovations for broadening participation in physics,,A New Norm: Using Social Science to Create Disruptive Innovations for Broadening Participation in Physics,2016,4/17/16,2764664775,,,,,0,,bulletin of the american physical society
2057400552.0,10.1007/S10755-014-9300-9,changing institutional culture through peer mentoring of women stem faculty,,Changing Institutional Culture through Peer Mentoring of Women STEM Faculty.,2015,4/1/15,53132383,40,2,143,157,67,,innovative higher education
2466819814.0,,developing an effective mentoring program for early career stem faculty lessons learned from the first three years of an advance paid program,,Developing an Effective Mentoring Program for Early-career STEM Faculty: Lessons Learned from the First Three Years of an ADVANCE PAID Program,2015,6/14/15,,,,,,0,,
2940954969.0,10.1177/0091026019845119,how to do a salary equity study with an illustrative example from higher education,,How to Do a Salary Equity Study: With an Illustrative Example From Higher Education:,2020,3/1/20,38942948,49,1,57,82,3,,public personnel management
2070629046.0,10.1177/0361684313498573,reducing the endorsement of sexism using experiential learning the workshop activity for gender equity simulation wages,,Reducing the Endorsement of Sexism Using Experiential Learning: The Workshop Activity for Gender Equity Simulation (WAGES),2014,3/1/14,30211177,38,1,75,92,73,gender_only,psychology of women quarterly
2792011574.0,,disrupting the culture of silence confronting gender inequality and making change in higher education,,Disrupting the Culture of Silence: Confronting Gender Inequality and Making Change in Higher Education.,2014,11/1/14,,,,,,22,gender_only,
2973694877.0,,two heads are better than one a collaboration between institutional research and faculty for a more meaningful analysis of the stem faculty experience professional file article 137 spring 2015,,"Two Heads Are Better than One: A Collaboration between Institutional Research and Faculty for a More Meaningful Analysis of the STEM Faculty Experience. Professional File. Article 137, Spring 2015.",2015,1/1/15,,,,,,0,,
2999861142.0,,promoting gender equity to stem administrators gains and opportunities,,Promoting gender equity to STEM administrators…Gains and opportunities,2011,1/1/11,,,,,,0,,
2736076540.0,,women in engineering leadership institute weli,,Women in Engineering Leadership Institute (WELI),2005,1/1/05,2764354457,,,,,1,,women in engineering proactive network
1943145621.0,10.1007/978-94-017-9002-4_21,ethno racial attitudes and social inequality,,Ethno-Racial Attitudes and Social Inequality,2014,1/1/14,,,,515,545,9,race_ethnicity,
2592565443.0,,focusing the lens on women faculty issues three years of advance at the university of texas at el paso,,Focusing The Lens On Women Faculty Issues: Three Years Of Advance At The University Of Texas At El Paso,2006,6/18/06,,,,,,2,,
2468679082.0,,integrating work and a personal life aspects of time and stress management for senior women science faculty,,Integrating Work and a Personal Life: Aspects of Time and Stress Management for Senior Women Science Faculty,2010,1/1/10,,1057,,167,177,0,,
2613420689.0,,women of western the voices of women advance catalyst at a comprehensive institution,,Women of Western: The Voices of Women - ADVANCE Catalyst at a Comprehensive Institution,2012,6/10/12,,,,,,0,,
2096582896.0,10.1126/SCIENCE.1113252,more women in science,,More Women in Science,2005,8/19/05,3880285,309,5738,1190,1191,185,gender_only,science
1521847481.0,,the influence of work family balance based realistic job previews on job decisions in academia,,The Influence of Work-Family Balance Based Realistic Job Previews on Job Decisions in Academia,2011,1/1/11,,,,,,2,,
1992696989.0,10.1029/2007EO200007,the science of diversity,,The science of diversity,2007,5/15/07,168828829,88,20,220,220,2,gender_only,eos transactions american geophysical union
2961606547.0,10.1353/RHE.2019.0081,gendered career decisions in the academy job refusal and job departure intentions among academic dual career couples,,Gendered Career Decisions in the Academy: Job Refusal and Job Departure Intentions among Academic Dual-Career Couples.,2019,1/1/19,186832212,42,4,1723,1754,1,,the review of higher education
82961883.0,,assessing the intra departmental social networks of male and female stem faculty a preliminary analysis,,Assessing the Intra-Departmental Social Networks of Male and Female STEM Faculty: A Preliminary Analysis,2014,1/1/14,,,,,,0,,
2801034064.0,,enhancing agency through leadership development programs for faculty,,Enhancing Agency through Leadership Development Programs for Faculty,2018,1/1/18,2764436233,32,1,31,36,0,,the journal of faculty development
2801609597.0,,measuring the impact of nsf advance programming at the university of delaware,,Measuring the Impact of NSF ADVANCE Programming at the University of Delaware,2017,6/24/17,,,,,,0,,
2038326973.0,10.1007/S10961-006-7205-1,institutionalization sustainability and repeatability of advance for institutional transformation,,"Institutionalization, Sustainability, and Repeatability of ADVANCE for Institutional Transformation",2006,5/1/06,185905316,31,3,335,344,39,,journal of technology transfer
2619491575.0,,new metaphors for new understandings ontological questions about developing grounded theories in engineering education,,New Metaphors for New Understandings: Ontological Questions about Developing Grounded Theories in Engineering Education,2014,6/15/14,,,,,,5,,
2314750943.0,10.5897/ERR2014.1839,the relationship between gender and classroom environment in turkish science classrooms,,The relationship between gender and classroom environment in Turkish science classrooms,2014,10/23/14,43764696,9,20,893,903,3,,educational research review
2617167596.0,,climate change at the university of wisconsin madison what changed and did advance have an impact,,"Climate Change at the University of Wisconsin-Madison: What changed, and did ADVANCE have an impact?",2007,12/6/07,2764354457,,,,,0,,women in engineering proactive network
2295364771.0,,development of a horizontal peer mentoring network for senior women chemists and physicists at liberal arts colleges,,Development of a Horizontal Peer Mentoring Network for Senior Women Chemists and Physicists at Liberal Arts Colleges,2010,1/1/10,,,,,,1,,
2041641604.0,10.1007/S10961-006-7207-Z,how do female and male faculty members construct job satisfaction the roles of perceived institutional leadership and mentoring and their mediating processes,,How Do Female and Male Faculty Members Construct Job Satisfaction? The Roles of Perceived Institutional Leadership and Mentoring and their Mediating Processes,2006,5/1/06,185905316,31,3,355,365,87,,journal of technology transfer
2622417294.0,10.1093/BIOSCI/BIX050,grant writing bootcamp an intervention to enhance the research capacity of academic women in stem,,Grant-Writing Bootcamp: An Intervention to Enhance the Research Capacity of Academic Women in STEM.,2017,7/1/17,121830084,67,7,638,645,4,gender_only,bioscience
2594946378.0,10.18260/P.26633,engineering deans support for lgbtq inclusion,,Engineering deans' support for LGBTQ inclusion,2016,6/26/16,,,,,,0,,
2133592504.0,,ac 2007 202 elements of the work environment that contribute to the ability of engineering faculty to manage work life tensions,,AC 2007-202: ELEMENTS OF THE WORK ENVIRONMENT THAT CONTRIBUTE TO THE ABILITY OF ENGINEERING FACULTY TO MANAGE WORK-LIFE TENSIONS,2007,6/24/07,,,,,,0,,
2745942267.0,10.1037/DHE0000064,absent autonomy relational competence and gendered paths to faculty self determination in the promotion and tenure process,,Absent autonomy: Relational competence and gendered paths to faculty self-determination in the promotion and tenure process,2017,8/17/17,48143771,11,3,366,383,5,,journal of diversity in higher education
3041924579.0,,a statewide policy driven approach to gender equity,,A Statewide Policy-driven Approach to Gender Equity,2020,6/22/20,,,,,,0,gender_only,
2498830422.0,10.1108/S1529-212620140000019002,community colleges and the reproduction of gender in the academy experiences of women stem faculty,,Community Colleges and the Reproduction of Gender in the Academy: Experiences of Women STEM Faculty,2014,10/6/14,,19,,,,1,gender_only,
2803744012.0,10.1037/OCP0000119,identifying job characteristics related to employed women s breastfeeding behaviors,,Identifying job characteristics related to employed women's breastfeeding behaviors.,2018,5/14/18,3481703,23,4,457,470,3,,journal of occupational health psychology
2936689460.0,10.1080/00221546.2019.1584025,department conditions and practices associated with faculty workload satisfaction and perceptions of equity,,Department Conditions and Practices Associated with Faculty Workload Satisfaction and Perceptions of Equity.,2019,4/12/19,71326023,90,5,744,772,11,race_ethnicity,the journal of higher education
2806537132.0,,advancing the college of engineering strategic goal of becoming a national model of inclusivity and collaboration,,Advancing the College of Engineering Strategic Goal of Becoming a National Model of Inclusivity and Collaboration,2018,4/29/18,,,,,,0,,
3094064027.0,10.1007/S41542-020-00076-Z,it s the reoccurring thoughts that matter rumination over workplace ostracism,,It’s the Reoccurring Thoughts that Matter: Rumination over Workplace Ostracism,2020,12/1/20,,4,4,519,540,1,,
2710790296.0,10.1080/19357397.2018.1525135,unbiased race gender and sport effects in university medical staff s perceptions of injured student athletes,,"Unbiased? Race, gender, and sport effects in university medical staff’s perceptions of injured student-athletes",2019,1/2/19,2765059786,13,1,1,10,1,gender_only,journal for the study of sports and athletes in education
1496976698.0,,the effectiveness of institutional intervention on minimizing demographic inertia and improving the representation of women faculty in higher education,,The Effectiveness of Institutional Intervention on Minimizing Demographic Inertia and Improving the Representation of Women Faculty in Higher Education,2010,6/1/10,2764490363,2,2,,,7,,international journal of gender science and technology
2091195422.0,10.1016/J.SOSCIJ.2005.12.011,the gender and race ethnicity of faculty in top social science research departments,,The gender and race-ethnicity of faculty in top social science research departments,2006,1/1/06,129906632,43,1,111,125,22,gender_only,social science journal
2908795523.0,10.1111/PEPS.12316,improving organizational newcomers creative job performance through creative process engagement the moderating role of a synergy diversity climate,,Improving organizational newcomers’ creative job performance through creative process engagement: The moderating role of a synergy diversity climate,2019,9/1/19,84664706,72,3,421,444,3,,personnel psychology
2082591812.0,10.3200/CHNG.39.4.42-47,enabling family friendly cultural change,,Enabling Family-Friendly Cultural Change.,2007,1/1/07,39842224,39,4,43,47,7,,change the magazine of higher learning
2491486925.0,10.1021/BK-2010-1057.CH007,support from academe identifying departmental and institutional resources policies and infrastructure to support senior women stem faculty,ACS Symposium Series,"Support from Academe: Identifying Departmental and Institutional Resources, Policies, and Infrastructure to Support Senior Women STEM Faculty",2010,1/1/10,,,,95,105,0,,
1548052181.0,10.1002/BMB.20768,commentary phds in biochemistry education 5 years later,,Commentary: PhDs in Biochemistry Education--5 Years Later.,2014,3/1/14,105183386,42,2,103,105,1,,biochemistry and molecular biology education
2492841122.0,,advancing women in stem disciplines to leadership roles in academe,,Advancing Women in STEM disciplines to Leadership Roles in Academe,2005,1/1/05,,,,,,1,,
2883921693.0,10.5399/OSU/ADVJRNL1.1.3,intersectionality and advance,,Intersectionality and ADVANCE,2018,7/19/18,,1,1,3750,,0,,
2978854943.0,,using the lenses of feminist theories to focus on women and technology,,Using the Lenses of Feminist Theories to Focus on Women and Technology.,2006,1/1/06,,,,,,16,gender_only,
2899255658.0,,the climate at uw madison begins sunny and warm ends chilly,,"The Climate at UW-Madison: Begins Sunny and Warm, Ends Chilly",2006,3/1/06,,,,,,0,,
3113583979.0,10.1002/PIQ.21353,furthering women faculty in leadership roles a human performance improvement case study,,Furthering Women Faculty in Leadership Roles: A Human Performance Improvement Case Study,2020,12/30/20,26862755,,,,,0,,performance improvement quarterly
2020729859.0,10.1097/ACM.0B013E3181B6BA00,interventions that affect gender bias in hiring a systematic review,,Interventions that affect gender bias in hiring: a systematic review.,2009,10/1/09,19793444,84,10,1440,1446,115,gender_only,academic medicine
1850865318.0,,changing an institutional environment through appreciative inquiry rochester institute of technology s college of liberal arts,,Changing an Institutional Environment through Appreciative Inquiry: Rochester Institute of Technology’s College of Liberal Arts,2015,1/1/15,,1,1,8,,3,,
2485242307.0,10.1007/978-94-6209-604-2,alliances for advancing academic women,Alliances for Advancing Academic Women,Alliances for Advancing Academic Women,2014,1/1/14,,,,,,0,,
2475481538.0,10.1037/11546-002,women at the top in science and elsewhere,,Women at the Top in Science--And Elsewhere.,2007,1/1/07,,,,,,32,,
2081438702.0,10.1029/2003EO430002,academic specialties in u s are shifting hiring of women geoscientists is stagnating,,Academic specialties in U.S. are shifting; hiring of women geoscientists is stagnating,2003,10/28/03,168828829,84,43,457,461,7,,eos transactions american geophysical union
2333034697.0,10.1126/SCIENCE.AAD8493,a recipe for change creating a more inclusive academy,,A recipe for change: Creating a more inclusive academy,2016,4/8/16,3880285,352,6282,148,149,27,,science
2169929017.0,10.1007/S11162-014-9341-Z,half way out how requiring outside offers to raise salaries influences faculty retention and organizational commitment,,Half-Way Out: How Requiring Outside Offers to Raise Salaries Influences Faculty Retention and Organizational Commitment,2015,5/1/15,130619902,56,3,279,298,16,,research in higher education
2760813778.0,,defining employee perceptions of discretion when where and how,,"Defining Employee Perceptions of Discretion: When, Where, and How",2013,12/10/13,,,,,,0,,
2019832249.0,10.1016/J.JRP.2014.06.004,occupational segregation and psychological gender differences how empathizing and systemizing help explain the distribution of men and women into some occupations,,Occupational segregation and psychological gender differences: How empathizing and systemizing help explain the distribution of men and women into (some) occupations,2015,2/1/15,156995526,54,1,30,39,13,gender_only,journal of research in personality
2901453492.0,,the role of mentoring in the development of minority faculty in the texas state higher education system,,The Role of Mentoring in the Development of Minority Faculty in the Texas State Higher Education System.,2018,1/1/18,,,,,,0,,
127180787.0,,estimating net costs of adopting family friendly policies at universities description of a simulation program,,Estimating Net Costs of Adopting Family Friendly Policies at Universities: Description of a Simulation Program,2013,8/30/13,3121261024,,,,,0,,research papers in economics
2471555426.0,,salary space and satisfaction an examination of gender differences in the sciences,,"Salary, Space, and Satisfaction: An Examination of Gender Differences in the Sciences.",2014,4/1/14,2764763279,23,,,,8,,research in higher education journal
2567654853.0,10.1057/S41290-016-0019-1,recognizing chilliness how schemas of inequality shape views of culture and climate in work environments,,Recognizing chilliness: How schemas of inequality shape views of culture and climate in work environments,2018,2/1/18,2764360065,6,1,125,160,10,,american journal of cultural sociology
1592934328.0,10.1109/ISECON.2015.7119948,interdisciplinary research program to inspire underrepresented undergraduate students in science technology engineering and mathematics stem fields,,"Interdisciplinary research program to inspire underrepresented undergraduate students in science, technology, engineering and mathematics (STEM) fields",2015,3/7/15,,,,70,75,1,,
2530052990.0,10.12988/IMF.2016.68115,a geometric approach for computing a measure of consensus for groups,,A geometric approach for computing a measure of consensus for groups,2016,1/1/16,,11,,961,973,2,,
2616032956.0,,faculty awards at a large private institution an indicator of evolving university values,,Faculty Awards at a Large Private Institution: An Indicator of Evolving University Values?,2014,6/15/14,,,,,,2,,
1966913144.0,10.1090/NOTI1042,teaching mathematics with women in mind,,Teaching mathematics with women in mind,2013,10/1/13,182658835,60,9,1155,1164,0,gender_only,notices of the american mathematical society
2164433454.0,10.1007/S11218-014-9259-5,using implicit bias training to improve attitudes toward women in stem,,Using Implicit Bias Training to Improve Attitudes toward Women in STEM.,2014,5/11/14,115248504,17,3,419,438,60,gender_only,social psychology of education
2594096449.0,,work play in the geotechnical lab gender implications for engineering educators international conference on engineering education research iceer,,Work & Play in the Geotechnical Lab: Gender Implications for Engineering Educators.: International Conference on Engineering Education & REsearch (iCEER),2004,1/1/04,,,,,,0,,
3005132881.0,,advancevt transformations december 2017,,AdvanceVT Transformations: December 2017,2017,12/1/17,,,,,,0,,
2805103340.0,,improving institutional commitment for the success of academic women of color through focused conferences,,Improving Institutional Commitment for the Success of Academic Women of Color Through Focused Conferences,2018,4/29/18,,,,,,0,intersectional,
2619603537.0,,professionalism skills a framework for the academic environment,,Professionalism Skills: A Framework for the Academic Environment,2012,6/10/12,,,,,,0,,
2025918804.0,10.1615/JWOMENMINORSCIENENG.V13.I4.10,work life spillover and job satisfaction of married partnered faculty members,,WORK-LIFE SPILLOVER AND JOB SATISFACTION OF MARRIED/PARTNERED FACULTY MEMBERS,2007,1/1/07,167998872,13,4,317,332,8,,journal of women and minorities in science and engineering
2550196179.0,,perspective transitioning from pet to peer,,Perspective: Transitioning from Pet to Peer,2010,1/1/10,,,,,,1,,
2493948825.0,,institutional barriers for women scientists and engineers what survey data of nsf professional opportunities for women in research and education and clare boothe luce professorship awardees reveal,,Institutional barriers for women scientists and engineers : What survey data of NSF professional opportunities for women in research and education and clare boothe luce professorship awardees reveal,2006,1/1/06,,929,,45,62,0,,
1141684264.0,10.1021/BK-2010-1057.CH008,why does mentoring end,,Why Does Mentoring End,2010,1/1/10,,,,107,,0,,
2799885990.0,,no more duct tape institutionalization of advance initiatives,,No More Duct Tape! Institutionalization of Advance Initiatives,2017,6/24/17,,,,,,0,,
1509627195.0,,assuming agency the power of strategy and networks in the professional lives of faculty,,Assuming Agency: The Power of Strategy and Networks in the Professional Lives of Faculty.,2011,1/1/11,2764840307,97,,54,59,13,,liberal education
2914457715.0,,illuminating the computing pathway for women in mississippi,,Illuminating the Computing Pathway for Women in Mississippi,2018,6/23/18,,,,,,0,,
2117263543.0,10.1257/AER.100.2.348,can mentoring help female assistant professors interim results from a randomized trial,,Can Mentoring Help Female Assistant Professors? Interim Results from a Randomized Trial,2010,1/28/10,23254222,100,2,348,352,103,gender_only,the american economic review
2900724396.0,10.1109/HISTELCON.2017.8535686,engaging the next generation in preserving key oral histories of pioneering engineers,,Engaging the Next Generation in Preserving Key Oral Histories of Pioneering Engineers,2017,8/1/17,,,,,,0,,
2176757006.0,10.1371/JOURNAL.PONE.0139767,gender in science and engineering faculties demographic inertia revisited,,Gender in Science and Engineering Faculties: Demographic Inertia Revisited,2015,10/21/15,202381698,10,10,,,17,gender_only,plos one
2083562840.0,10.1108/CDI-11-2012-0108,why they stay women persisting in us engineering careers,,Why they stay: women persisting in US engineering careers,2013,11/10/13,182336501,18,2,139,154,71,,career development international
6005923.0,,faculty careers and work lives a professional growth perspective,,Faculty careers and work lives : a professional growth perspective,2008,1/1/08,187804789,34,3,1,221,144,,ashe higher education report
2883837031.0,10.26522/SSJ.V12I1.1613,advocates and allies the succession of a good idea or what s in a meme dispatch,,Advocates and Allies: The Succession of a Good Idea or What’s in a Meme? (Dispatch),2018,7/13/18,2764466915,12,1,152,164,2,,studies in social justice
109304566.0,,women in science beyond the research university overlooked and undervalued,,"Women in Science, Beyond the Research University: Overlooked and Undervalued.",2009,7/10/09,2764539367,55,41,,,5,,the chronicle of higher education
2604258962.0,,research leadership development initiative an experiment for a research career choice,,Research Leadership Development Initiative: An Experiment for a Research Career Choice,2014,6/15/14,,,,,,0,,
2345822618.0,10.1111/SOC4.12372,gender inequality across the academic life course,,Gender Inequality Across the Academic Life Course,2016,5/1/16,100176667,10,5,404,416,30,gender_only,sociology compass
291766218.0,,transforming science and engineering advancing academic women,,Transforming Science and Engineering: Advancing Academic Women,2007,9/11/07,,,,,,54,race_ethnicity,
2893724469.0,10.1089/JWH.2018.6937,a focused career development program for women faculty at an academic medical center,,A Focused Career Development Program for Women Faculty at an Academic Medical Center.,2018,12/10/18,191117624,27,12,1474,1481,1,gender_only,journal of womens health
2187966039.0,10.1108/S1529-212620140000019007,gendered networks professional connections of science and engineering faculty,,Gendered Networks: Professional Connections of Science and Engineering Faculty,2014,10/6/14,,19,,,,9,,
2944828231.0,10.1016/J.OBHDP.2019.03.010,updating impressions the differential effects of new performance information on evaluations of women and men,,Updating impressions: The differential effects of new performance information on evaluations of women and men,2019,5/1/19,64744539,152,,105,121,6,gender_only,organizational behavior and human decision processes
2237842677.0,10.1007/978-1-4419-0564-2_16,the emotionality of women professors of color in engineering a critical race theory and critical race feminism perspective,,The Emotionality of Women Professors of Color in Engineering: A Critical Race Theory and Critical Race Feminism Perspective,2009,1/1/09,,,,323,342,10,gender_only,
2186039996.0,,when critical mass is not an option diversifying smaller faculties,,When Critical Mass is Not an Option: Diversifying Smaller Faculties,2009,1/1/09,,,,,,0,,
1966137604.0,10.1348/096317907X238708,fit perceptions in the employment interview the role of similarity liking and expectations,,"Fit perceptions in the employment interview: The role of similarity, liking, and expectations",2008,6/1/08,87328381,81,2,173,189,36,,journal of occupational and organizational psychology
2614867683.0,,perceived levels of faculty value influence and satisfaction by gender rank ethnicity college and department at a large private university,,"Perceived Levels of Faculty Value, Influence, and Satisfaction by Gender, Rank, Ethnicity, College, and Department at a Large Private University",2012,6/10/12,,,,,,2,,
2984166015.0,10.1037/STR0000146,when do job resources buffer the effect of job demands,,When do job resources buffer the effect of job demands,2020,8/1/20,61509166,27,3,226,240,1,,international journal of stress management
2390258118.0,,literature overview motivational factors in stem interest and self concept,,Literature Overview: Motivational factors in STEM: Interest and Self- Concept,2009,1/1/09,,,,,,9,,
1593193367.0,,using appreciative inquiry as a tool to instigate transformational change in recruiting and developing women faculty in stem disciplines,,Using Appreciative Inquiry as a Tool to Instigate Transformational Change in Recruiting and Developing Women Faculty in STEM Disciplines,2009,8/24/09,2764490363,1,1,,,6,,international journal of gender science and technology
2511375774.0,10.1353/JHE.2016.0024,dissecting a gendered organization implications for career trajectories for mid career faculty women in stem,,Dissecting a Gendered Organization: Implications for Career Trajectories for Mid-Career Faculty Women in STEM.,2016,10/31/16,71326023,87,5,605,634,36,,the journal of higher education
2054901346.0,10.1080/14623943.2011.591599,learning and social change using interviews as tools to prompt reflection on practice,,Learning and social change: using interviews as tools to prompt reflection on practice,2011,7/11/11,61551921,12,4,441,455,6,,reflective practice
2088128810.0,10.1007/S10755-012-9252-X,putting in your time faculty experiences in the process of promotion to professor,,"""Putting in Your Time"": Faculty Experiences in the Process of Promotion to Professor.",2013,1/5/13,53132383,38,5,411,425,26,,innovative higher education
1991049437.0,10.1007/S12147-003-0020-1,as balancing act and as game how women and men science faculty experience the promotion process,,As balancing act and as game: How women and men science faculty experience the promotion process,2003,12/1/03,101521904,21,1,24,42,36,,gender issues
2944539128.0,10.5399/OSU/ADVJRNL.1.1.5,art for institutional change legitimizing women in stem through visibility,,Art for Institutional Change: Legitimizing Women in STEM Through Visibility,2019,4/11/19,,1,1,7761,,0,gender_only,
12259815.0,,the power of external mentors for women pursuing academic careers in engineering and science stories of mentornet ace and its proteges and mentors,,The Power of External Mentors for Women Pursuing Academic Careers in Engineering and Science: Stories of MentorNet ACE and Its Protégés and Mentors,2007,12/6/07,2764354457,,,,,0,,women in engineering proactive network
2990804149.0,10.1037/ARC0000069,gender disparities in awards to neuroscience researchers,,Gender Disparities in Awards to Neuroscience Researchers.,2019,11/25/19,181516231,7,1,4,11,3,gender_only,archives of scientific psychology
2743413911.0,,following in the footsteps of distinguished leaders in science technology engineering and mathematics stem narratives of the next generation of young people preserving key oral histories of our societal history,,"Following in the Footsteps of Distinguished Leaders in Science, Technology, Engineering, and Mathematics (STEM): Narratives of the Next Generation of Young People Preserving key Oral Histories of our Societal History",2017,6/24/17,,,,,,0,gender_only,
2040889750.0,10.2979/NWS.2004.16.1.157,breaking into the guildmasters club what we know about women science and engineering department chairs at aau universities,,Breaking into the Guildmasters' Club: What We Know About Women Science and Engineering Department Chairs at AAU Universities,2004,5/27/04,82796368,16,1,157,171,36,,feminist formations
2735386739.0,,recruiting and retaining female faculty at utah state university,,Recruiting And Retaining Female Faculty At Utah State University,2005,6/12/05,,,,,,0,,
1965107345.0,10.1145/1117417.1117419,women and ict global issues and actions,,Women and ICT: global issues and actions,2005,6/12/05,,,,2,,9,,
2108672331.0,10.1007/S10961-006-7210-4,discovering directions for change in higher education through the experiences of senior women faculty,,Discovering Directions for Change in Higher Education Through the Experiences of Senior Women Faculty,2006,5/1/06,185905316,31,3,387,396,5,gender_only,journal of technology transfer
2591800367.0,10.1080/19407882.2017.1280055,who s looking examining the role of gender and rank in faculty outside offers,,Who’s Looking? Examining the Role of Gender and Rank in Faculty Outside Offers,2017,3/7/17,41655667,10,1,64,79,1,,naspa journal about women in higher education
2623259878.0,,oral histories of distinguished female leaders inspiring the next generation of young people in science technology engineering and mathematics stem,,"Oral Histories of Distinguished Female Leaders: Inspiring the Next Generation of Young People in Science, Technology, Engineering, and Mathematics (STEM)",2014,6/15/14,,,,,,2,,
1995591245.0,10.1080/00091383.2011.618081,removing the barriers to full professor a mentoring program for associate professors,,Removing the Barriers to Full Professor: A Mentoring Program for Associate Professors,2011,11/14/11,39842224,43,6,38,45,33,,change the magazine of higher learning
2757624868.0,,making changes application of an nsf advance paid grant at a predominantly undergraduate institution pui,,Making Changes: Application of an NSF-ADVANCE PAID Grant at a Predominantly Undergraduate Institution (PUI),2016,6/26/16,,,,,,0,,
2130264783.0,10.1108/GM-02-2014-0013,policies that make a difference bridging the gender equity and work family gap in academia,,Policies that make a difference: bridging the gender equity and work-family gap in academia,2015,6/22/15,175013504,30,5,414,426,13,gender_only,gender in management an international journal
905080586.0,,gender equity in the sciences forging a third space,,"Gender Equity in the Sciences"": Forging a ""Third Space""",2011,1/1/11,,,,,,10,,
1989314239.0,10.2139/SSRN.2627368,valuing diversity a group value approach to understanding the importance of organizational efforts to support diversity,,Valuing Diversity: A Group-Value Approach to Understanding the Importance of Organizational Efforts to Support Diversity,2009,7/6/09,2751751161,,,,,0,race_ethnicity,social science research network
